item_id,title,date,publisher,fids,fnames
4279707,International Solar-Terrestrial Physics Program,[1996?-,The Center,FID2364|FID3783|FID2481|FID697|FID1695|FID2300|FID3269|FID2405|FID1126|FID220|FID3839|FID1087|FID3867|FID1506|FID1278|FID270|FID773|FID3312|FID3238|FID502|FID743|FID3274|FID3938|FID2177|FID3001|FID1992|FID106|FID3841|FID3925|FID624|FID2101|FID2763|FID1205|FID378|FID3735|FID2312|FID2850|FID3166|FID1880|FID656|FID1134|FID2465|FID214|FID1176|FID1961|FID1571|FID1132|FID1316|FID3888|FID1738|FID1588|FID563|FID2900|FID425|FID3201|FID861|FID2877|FID470|FID3311|FID2497|FID3407|FID1570|FID2037|FID3333|FID235|FID2168|FID2705|FID3801|FID1467|FID3825|FID3386|FID1333|FID1228|FID793|FID2043|FID1861|FID3654|FID2712|FID571|FID3261|FID715|FID2915|FID1643|FID975|FID553|FID3586|FID3908|FID1785|FID250|FID3903|FID3626|FID2635|FID759|FID1342|FID3114|FID2269|FID3739|FID451|FID276|FID1621|FID2822|FID3192|FID2038|FID2836|FID1335|FID3142|FID2160|FID187|FID684|FID1311|FID786|FID3008|FID3346|FID791|FID1384|FID878|FID594|FID2572|FID3851|FID738|FID2253|FID1749|FID2495|FID2522|FID3340|FID2892|FID343|FID2641|FID172|FID2928|FID1622|FID2445|FID3494|FID2128|FID1372|FID3252|FID1414|FID2607|FID687|FID897|FID3892|FID1135|FID2766|FID905|FID1007|FID2183|FID2881|FID2783|FID1207|FID2373|FID3180|FID92|FID1047|FID868|FID1503|FID2791|FID1748|FID2997|FID1728|FID2483|FID2636|FID2069|FID931|FID3597|FID2548|FID804|FID3244|FID1416|FID2895|FID517|FID1224|FID2304|FID1376|FID510|FID365|FID631|FID2007|FID2505|FID3510|FID3352|FID1578|FID3807|FID1485|FID267|FID3745|FID6|FID1901|FID3917|FID1146|FID289|FID339|FID3278|FID737|FID1121|FID399|FID2658|FID1655|FID744|FID3186|FID2048|FID2870|FID1375|FID689|FID1329|FID932|FID1926|FID1855|FID2833|FID1909|FID171|FID641|FID3296|FID500|FID205|FID311|FID2504|FID3078|FID2801|FID258|FID736|FID1854|FID3487|FID2032|FID2000|FID1310|FID3945|FID1082|FID2355|FID1959|FID2237|FID493|FID1940|FID1762|FID2076|FID2196|FID2863|FID1871|FID682|FID1849|FID610|FID1593|FID2982|FID876|FID2117|FID3377|FID657|FID617|FID961|FID765|FID1916|FID3026|FID3260|FID3664|FID2972|FID475|FID2547|FID423|FID1386|FID1147|FID3601|FID2810|FID2509|FID2959|FID3513|FID467|FID2144|FID2217|FID2758|FID2664|FID3667|FID1976|FID3000|FID371|FID2058|FID3523|FID2941|FID3198|FID2756|FID1494|FID238|FID3056|FID924,30000050034416.iso|30000078178591.iso|30000078178476.iso|30000050034440.iso|30000050034457.iso|30000050034465.iso|30000050360019.iso|30000050360381.iso|30000050360373.iso|30000050360365.iso|30000050427503.iso|30000050020621.iso|30000056925856.iso|30000050441983.iso|30000050441975.iso|30000056930146.iso|39000001632053.iso|30000053906552.iso|30000053906768.iso|30000053913152.iso|30000053913020.iso|30000056285723.iso|30000060987595.iso|30000060987603.iso|30000060987736.iso|30000064047461.iso|30000064047578.iso|30000061709881.iso|30000061709477.iso|30000056930138.iso|30000050034424.iso|30000050034432.iso|30000063975365.iso|30000063975258.iso|30000061709469.iso|30000061709907.iso|30000061709915.iso|30000061709923.iso|30000061709931.iso|30000061709949.iso|30000081717633.iso|30000061246785.iso|30000061244285.iso|30000061244293.iso|30000061244301.iso|30000061244319.iso|30000047116664.iso|30000047116672.iso|30000047116680.iso|30000047116698.iso|30000047116714.iso|30000047116722.iso|30000061244327.iso|30000061244335.iso|30000061244343.iso|30000061244350.iso|30000061244368.iso|30000062220037.iso|30000062220045.iso|30000062220052.iso|30000062220060.iso|30000062220078.iso|30000062220086.iso|30000062220094.iso|30000062220102.iso|30000062220110.iso|30000062219286.iso|30000062219294.iso|30000064263381.iso|30000064263399.iso|30000064263407.iso|30000064263415.iso|30000078967878_1.iso|30000078967878_2.iso|30000064263423.iso|30000064263431.iso|30000064263449.iso|30000064263456.iso|30000064263464.iso|30000064263472.iso|30000064263597.iso|30000064263589.iso|30000064264892.iso|30000064264884.iso|30000064264876.iso|30000064264918.iso|30000064264900.iso|30000068547284_1.iso|30000068547284_2.iso|30000068547276.iso|30000068547268.iso|30000078831041.iso|30000078178484.iso|30000078178492_1.iso|30000078178492_2.iso|30000078178500.iso|30000078178518.iso|30000078178526.iso|30000078178534.iso|30000078178542.iso|30000078178559.iso|30000078178567.iso|30000078178575.iso|30000078178583.iso|30000078178468.iso|30000078178450.iso|30000078178443.iso|30000078967845.iso|30000078830977.iso|30000081717641.iso|30000078831058.iso|30000078967860.iso|30000078967852.iso|30000078831066.iso|30000077044992.iso|30000077045007.iso|30000078967795.iso|30000078967803.iso|30000078830803.iso|30000078830811.iso|30000078830829.iso|30000078830837.iso|30000078830845.iso|30000078830852.iso|30000078830860.iso|30000078831884.iso|30000078831892.iso|30000078831900.iso|30000078798067.iso|30000078798075.iso|30000078802786.iso|30000078802794.iso|30000078802802.iso|30000076160526.iso|30000076160443.iso|30000076160484.iso|30000050034473.iso|30000050034481.iso|30000050034499.iso|30000050034507.iso|30000050034515.iso|30000050360043.iso|30000050360597.iso|30000050360589.iso|30000050360571.iso|30000050414659.iso|30000050414642.iso|30000056925864.iso|30000050442007.iso|30000056963774.iso|30000050442015.iso|30000050442023.iso|30000053906669.iso|30000053906776.iso|30000053906784.iso|30000053912204.iso|30000053912337.iso|30000056285715.iso|30000055846913.iso|30000060987579.iso|30000060987090.iso|30000060987462.iso|30000060987116.iso|30000060987223.iso|30000060987355.iso|30000060976879.iso|30000061246751.iso|30000061246769.iso|30000061246777.iso|30000062223874.iso|30000078967886.iso|30000064264850.iso|30000078967944.iso|30000061244046.iso|30000061244756.iso|30000061708537.iso|30000061708529.iso|30000078967902.iso|30000061708552.iso|30000061709287.iso|30000061709295.iso|30000061709303.iso|30000061246736.iso|30000061246744.iso|30000062223882.iso|30000062223890.iso|30000062223908.iso|30000062223916.iso|30000062223924.iso|30000062223932.iso|30000078967894.iso|30000078967936.iso|30000064264868.iso|30000064270782.iso|30000064270774.iso|30000064270766.iso|30000064270758.iso|30000064270741.iso|30000064270626.iso|30000064270733.iso|30000068547250.iso|30000078967951.iso|30000064270725.iso|30000078967910.iso|30000064270618.iso|30000064270717.iso|30000078967928.iso|30000064270709.iso|30000068547243.iso|30000064270444.iso|30000064270451.iso|30000064270469.iso|30000064270568.iso|30000064270691.iso|30000064270683.iso|30000064270576.iso|30000068547235.iso|30000068547227.iso|30000065991089.iso|30000067350060.iso|30000067350052.iso|30000068547219.iso|30000068547201.iso|30000068547433.iso|30000068547425.iso|30000068547417.iso|30000078178435.iso|30000078178427.iso|30000078178419.iso|30000078178393.iso|30000078178385.iso|30000078178377.iso|30000078178369.iso|30000078178245.iso|30000078178252.iso|30000078178260.iso|30000078178278.iso|30000078178286.iso|30000078831074.iso|30000078830928.iso|30000078830936.iso|30000078830944.iso|30000078830951.iso|30000078830969.iso|30000078967779.iso|30000078967787.iso|30000078967761.iso|30000078967753.iso|30000078830985.iso|30000078830993.iso|30000078831009.iso|30000078831017.iso|30000078831025.iso|30000078831033.iso|30000078830910.iso|30000078830902.iso|30000078830886.iso|30000078830878.iso|30000078798083.iso|30000078797929.iso|30000078797937.iso|30000078797945.iso|30000078797952.iso|30000078802810.iso|30000078802836.iso|30000078802711.iso|30000078802695.iso|30000078802687.iso|30000078802679.iso|30000078802661.iso|30000078802653.iso|30000078802646.iso|30000078827106.iso|30000078827098.iso|30000078826967.iso|30000078826975.iso|30000078826983.iso|30000076160492.iso|30000076160468.iso|30000076160518.iso|30000076160500.iso|30000076160476.iso
6113324,Small drinking water systems handbook,2003,U.S. Environmental Protection Agency,FID2432,30000094731100.iso
4276779,CSFII/DHKS 1995 data set and documentation,[1997],"Food Surveys Research Group, Beltsville Human Nutrition Research Center, Agricultural Research Service, U.S. Dept. of Agriculture",FID1719,30000050015308.iso
6458091,Peace Corps presentation kit DVD,[2006?],Peace Corps,FID102,30000102920364.iso
6477517,MEDALIST,2005,U.S. Army Research Institute for the Behavioral and Social Sciences,FID1211,30000102920430.iso
4240687,National environmental watch,1994,"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration",FID3367,30000044516841.iso
8918526,SunWise,[2009],U.S. Environmental Protection Agency,FID2604,30000125971345.iso
4928837,collection of solid waste resources,[2000],"U.S. Environmental Protection Agency, Solid Waste and Emergency Response",FID1393,30000078831306.iso
4298869,Perinatal mortality data file,199u,"U.S. Dept. of Health and Human Services, Centers for Disease Control and Prevention, National Center for Health Statistics",FID2137|FID2884,30000048848737.iso|30000048848620.iso
5259759,Gap analysis of Montana,1998],National Gap Analysis Project,FID2819|FID2569|FID683|FID499,30000078288473.iso|30000078288465.iso|30000078288457.iso|30000078288440.iso
4297613,Behavioral risk factor surveillance system 1996-1997 survey data,[1999?],"National Center for Chronic Disease Prevention and Health Promotion, Behavioral Surveillance Branch",FID2762|FID2062,30000066290507_1.iso|30000066290507_2.iso
4239835,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID468,30000038688663.iso
4230242,1987 full panel longitudinal studies,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID497,30000044924888.iso
2885937,"Continuing survey of food intakes by individuals 1994-96, 1998",[2000],"Food Surveys Research Group, Beltsville Human Nutrition Research Center, Agricultural Research Service, U.S. Dept. of Agriculture",FID1874|FID2689,30000065997151_1.iso|30000065997151_2.iso
5761544,"Health, United States ... with Chartbook on trends in the health of Americans featuring updates for trend tables",2003-,"U.S. Department of Health and Human Services,  Centers for Disease Control and Prevention, National Center for Health Statistics]",FID165|FID354,30000053528521.iso|30000053528539.iso
4911000,Nonhazardous waste landfill publications,[2000],"U.S. Environmental Protection Agency, Solid Waste and Emergency Response",FID788,30000078177759.iso
4243605,Geographic indentification [i.e. identification] code scheme,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1986,30000044540247.iso
5584563,Open to all,2003],U.S. Dept. of Education,FID1733,30000047650456.iso
5274512,Proceedings of the ... annual EPA Conference on Analysis of Pollutants in the Environment,199u,"U.S. Environmental Protection Agency, Office of Water, Office of Science and Technology, Engineering and Analysis Division",FID3741,30000128575572.iso
5772776,Bureau of Justice Statistics publications collection as of December 31,2001,"U.S. Dept. of Justice, Office of Justice Programs, Bureau of Justice Statistics",FID3491|FID2976|FID3768,30000096190149.iso|30000085744369.iso|30000053565374.iso
4243784,FBIS publications,199u,FBIS,FID1688|FID2849|FID3577|FID131|FID1431|FID3880|FID1724|FID1591|FID1483|FID509|FID2556|FID3146|FID1075|FID3354|FID2922|FID1517|FID3600|FID1055|FID196|FID2661|FID2222|FID3183|FID947|FID1581|FID653|FID1108|FID313|FID2857|FID1239|FID3685|FID72,30000050597651.iso|30000047537547.iso|30000047637396.iso|30000046184838.iso|30000046184846.iso|30000048839488.iso|30000048825412.iso|30000048837243.iso|30000048837250.iso|30000056020013.iso|30000056048295.iso|30000056091667.iso|30000056091675.iso|30000056101870.iso|30000056101110.iso|30000056101235.iso|30000056101888.iso|30000056101896.iso|30000053421263.iso|30000053421255.iso|30000053421248.iso|30000053421230.iso|30000053753434.iso|30000053753319.iso|30000096152859.iso|30000096152891.iso|30000096152875.iso|30000053589358.iso|30000053589341.iso|30000053589333.iso|30000053589325.iso
1379225,World integrated nuclear evaluation system,1991,Energy Information Administration,FID1088,30000102588252.img
4255054,Survey of current business,[1995?-2001],"U.S. Dept. of Commerce, Economics and Statistics Administration, Bureau of Economic Analysis",FID3565,30000056101854.iso
4230763,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1050,30000038608679.iso
5627880,Food Stamp Program,[2002],"U.S. Dept. of Agriculture, Food and Nutrition Service",FID2632,30000083253769.iso
5274509,Export administration regulations (EAR),[2002-2005],"U.S. Dept. of Commerce, Bureau of Export Administration",FID69|FID1943|FID3391|FID3306|FID1444|FID2704|FID3924|FID245|FID828|FID1398,30000053423616.iso|30000053688630.iso|30000053564153.iso|30000053708610.iso|30000053708628.iso|30000053759688.iso|30000053527382.iso|30000053565044.iso|30000053528299.iso|30000096144633.iso
6183166,Breathing easy,[2005?],IAQ-Info [distributor],FID1767,30000096539071.iso
4299468,NAEP 1997 arts report card,1999],"National Center for Education Statistics, Office of Educational Research and Improvement, U.S. Dept. of Education",FID3467,30000061247353.iso
4273696,SeaView,1996,The Center,FID1299,30000050591563.iso
6530963,Report to Congress,2004,"U.S. Environmental Protection Agency, Office of Water",FID797,30000109251029.iso
5688252,Census 2000 public use microdata sample (PUMS),[2003],"U.S. Dept. of Commerce, Economics and Statistics Administration, U.S. Census Bureau",FID1663|FID3754,30000085742454.iso|30000087622811.iso
4260592,National Hospital Ambulatory Medical Care Survey,1995-2007,"U.S. Dept. of Health and Human Services, Public Health Service, Centers for Disease Control and Prevention, National Center for Health Statistics",FID2336|FID1456|FID2774|FID1839|FID29|FID799,30000047646033.iso|30000047643477.iso|30000048824548.iso|30000056104734.iso|30000050618291.iso|30000050618275.iso
1007939,"C5, G-files",[1996],Defense Printing Service,FID2717|FID3087|FID2946|FID1604|FID3517|FID1700|FID864|FID1878|FID3575|FID2974,30000050015191.iso|30000050015282.iso|30000050015209.iso|30000050015217.iso|30000050015225.iso|30000050015233.iso|30000050015241.iso|30000050015258.iso|30000050015266.iso|30000050015274.iso
4199286,Geology of Nevada,1991,U.S. Geological Survey,FID2902,30000077392862.iso
5636599,What's new about your money?,2003?],"Dept. of the Treasury, Board of Governors Federal Reserve System, Bureau of Engraving and Printing",FID1980,30000093769903.iso
4955827,Current Meter Moorings,[2000]s,"WOCE Data Information Unit, University of Delaware, College of Marine Studies",FID74,30000078818204.iso
5627876,Risk communication in action,[2002],"U.S. Environmental Protection Agency, Office of Research and Development, National Risk Management Research Laboratory",FID1225,30000085738882.iso
1376491,"U.S. crude oil, natural gas, and natural gas liquids reserves",1990-,[Energy Information Administration],FID531,30000103218644.img
4944857,Land use issues,[2000],The Service,FID3714,30000079006585.iso
6626091,Call to duty,[2006],"U.S. Army, Army Strategic Plannning Division, OCPA",FID182|FID2240,30000054680784.iso|30000054680792.iso
1026434,Cooperative summary of the day,[1995-,"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Climatic Data Center",FID822|FID1921|FID2289|FID437|FID3869|FID3383|FID1717|FID3691|FID1027|FID3553|FID831|FID1989|FID3731|FID940|FID2521|FID3822|FID350|FID3884|FID1554|FID3286|FID789|FID1764|FID1972|FID3305|FID1678,30000047538867.iso|30000047538958.iso|30000047538966.iso|30000047538974.iso|30000047538982.iso|30000047538990.iso|30000047539006.iso|30000047539014.iso|30000047539022.iso|30000047539030.iso|30000047539048.iso|30000047538875.iso|30000047539055.iso|30000047539063.iso|30000047538883.iso|30000047538891.iso|30000047538909.iso|30000047538917.iso|30000047538925.iso|30000047538933.iso|30000047538941.iso|30000047539071.iso|30000047539089.iso|30000047660224.iso|30000048830263.iso
1026441,U.S. divisional and station climatic data and normals,[1994]-,"National Oceanic and Atmospheric Administration, U.S. Dept. of Commerce",FID1254,30000048805877.iso
4287597,Apollo,[1997],National Aeronautics and Space Administration,FID1314|FID3258,30000050442080_1.iso|30000050442080_2.iso
5525275,"State Court Processing Statistics (SCPS) program, 1990-98",[2003],"Bureau of Justice Statistics, U.S. Department of Justice",FID1627,30000086269275.iso
4234109,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2983,30000036885576.iso
5346617,United States Army and World War II,[2002],U.S. Army Center of Military History,FID756|FID2285|FID1618,30000082157961_1.iso|30000082157961_2.iso|30000082157961_3.iso
5782338,"1992 Census of Governments, Finance statistics (preliminary), individual unit records, Montana-Wyoming",1996,Government Printing Office,FID3928,30000093771529.iso
483373,1990 census transportation planning package,[1994?],"Bureau of Transportation Statistics, U.S. Dept. of Transportation",FID3439,30000035475577.iso
4274965,"Ecological characterization of Otter Island, South Carolina",1996,The Center,FID2610,30000050360563.iso
5013136,Cooking for groups,2001,"U.S. Dept. of Agriculture, Food Safety and Inspection Service",FID2021,30000076093941.iso
5315323,Endangered Species Act and oil spill response,2002],U.S. Environmental Protection Agency?,FID19,30000082087101.iso
4974178,Proceedings of the Gulf of Mexico Hydrates R&D Planning Workshop,[2001],The Center,FID1754,30000079006502.iso
4271021,Southern Appalachian assessment (SAA),[1996],Southern Appalachian Man and the Biosphere,FID768|FID2584|FID3613|FID802|FID2777,30000044895831.iso|30000044895849_1.iso|30000044895849_2.iso|30000044895849_3.iso|30000044895849_4.iso
4235303,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID548,30000035475601.iso
6089603,Supervising child protective services caseworkers,2004,"U.S. Dept. of Health and Human Services, Administration for Children and Families, Administration on Children, Youth and Families, Children's Bureau, Office on Child Abuse and Neglect",FID2969,30000095211482.iso
5341071,Partners in prevention,[2002],"U.S. Dept. of Transportation, National Highway Traffic Safety Administration",FID1177,30000082743935.iso
747738,1990 census of population and housing,1992-,"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3860|FID2628,30000062941111.iso|30000078285404.iso
6222383,"Estimative products on Vietnam, 1948-1975",2005],National Intelligence Council,FID801|FID790,30000047522390.iso|30000083892046.iso
3785485,1990 census of population and housing,[1992],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2423,30000082746425.iso
5640739,Columbia Accident Investigation Board report,[2003]-,Columbia Accident Investigation Board,FID2433,30000083253702.iso
4303880,"U.S. Geological Survey mineral databases, MRDS and MAS/MILS",2000,U.S. Geological Survey,FID3625|FID161,30000077392748.iso|30000077392748_2.iso
6468750,RSDE 2.2,[2004],"U.S. Dept. of Homeland Security, FEMA",FID3404,30000109243182.iso
4241259,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1194,30000035535198.iso
4295384,Global Precipitation Climatology Project,[1998],GPCP,FID2533,30000055846657.iso
4907187,Russian drilling technology studies,[2000],"U.S. Dept. of Energy, National Energy Technology Laboratory",FID2315,30000078830415.iso
5293350,Occupational outlook handbook and Career guide to industries on CD-ROM,2001,The Bureau,FID2227|FID1255,30000053688408.iso|30000096148618.iso
5720976,Españ̃ol for law enforcement,[2003?],"U.S. Dept. of Justice, Office of Justice Programs,  National Institute of Justice",FID882,30000093768152.iso
